Species	RSD	ANI	Reads	Sample
Leuconostoc pseudomesenteroides	0.14687396525970467	92.82099734777529	107834	CRF2D44
Leuconostoc suionicum	0.844069613162932	85.16685253931426	3879	CRF2D44
Levilactobacillus acidifarinae	1.724660351377309	90.60674029850746	1005	CRF2D44
Levilactobacillus bambusae	2.514066886742309	74.39570731707317	123	CRF2D44
Levilactobacillus brevis	0.07824791780718039	97.68464618656944	49365	CRF2D44
Levilactobacillus cerevisiae	1.781238785603066	91.56836051268067	3667	CRF2D44
Levilactobacillus hammesii	1.394865387411734	89.68870423661072	1251	CRF2D44
Levilactobacillus koreensis	2.167472390728094	90.14810708310095	1793	CRF2D44
Levilactobacillus namurensis	1.2926055167403916	82.76422432113341	847	CRF2D44
Levilactobacillus parabrevis	1.4887835931619433	90.03728555045872	872	CRF2D44
Levilactobacillus paucivorans	1.1899317326155754	91.95455960805661	1837	CRF2D44
Levilactobacillus senmaizukei	1.5795408269934297	89.46300389673648	2053	CRF2D44
Levilactobacillus spicheri	0.08995407683161841	95.4141399911398	15801	CRF2D44
Levilactobacillus suantsaii	0.7440569405518516	90.14977573131094	923	CRF2D44
Levilactobacillus yonginensis	1.861050994576241	93.99902843915343	1512	CRF2D44
Levilactobacillus zymae	0.8672361827183412	84.32173318385651	446	CRF2D44
Ligilactobacillus acidipiscis	0.73935174807272	82.99354326923077	624	CRF2D44
Ligilactobacillus agilis	0.30370293358718903	78.06978884153429	2581	CRF2D44
Ligilactobacillus animalis	1.5957934712476471	83.39538624338624	189	CRF2D44
Ligilactobacillus apodemi	0.49307910162290125	77.80704629629629	432	CRF2D44
Ligilactobacillus araffinosus	0.7766018768810156	75.78626605504587	109	CRF2D44
Ligilactobacillus aviarius	0.48718076272381483	76.09289565217391	115	CRF2D44
Ligilactobacillus ceti	0.5022010862746643	78.01047275922672	569	CRF2D44
Ligilactobacillus equi	1.009307991909487	76.0902971530249	562	CRF2D44
Ligilactobacillus hayakitensis	0.4356289683088184	77.45737945791726	701	CRF2D44
Ligilactobacillus murinus	1.3135990160216413	84.87611038961039	462	CRF2D44
Ligilactobacillus pobuzihii	0.6722241504944432	77.32701380670612	507	CRF2D44
Ligilactobacillus ruminis	0.9718543590203484	74.4615843373494	166	CRF2D44
Ligilactobacillus saerimneri	1.2377418026978309	82.56902676399027	411	CRF2D44
Ligilactobacillus salivarius	0.404449262314815	76.59390178571428	1232	CRF2D44
Limosilactobacillus antri	1.7029868662637029	87.03377408	3125	CRF2D44
Limosilactobacillus coleohominis	1.1395402031644386	76.29914873239437	1775	CRF2D44
Limosilactobacillus equigenerosi	1.642678841106336	79.79412205567452	467	CRF2D44
Limosilactobacillus fermentum	0.13694695784887798	99.1457524458222	703240	CRF2D44
Limosilactobacillus frumenti	2.8237887103897314	96.36469518072289	1660	CRF2D44
Limosilactobacillus gastricus	1.435370253553665	85.89418638573744	1234	CRF2D44
Limosilactobacillus gorillae	1.307429271536981	84.68808040255384	9241	CRF2D44
Limosilactobacillus ingluviei	1.3876702882506144	79.60736519927065	3839	CRF2D44
Limosilactobacillus mucosae	1.8956935211533907	89.00735611979167	1536	CRF2D44
Limosilactobacillus oris	1.5093973097058266	79.45605329949238	394	CRF2D44
Limosilactobacillus panis	0.9619783928499517	85.67141997063142	681	CRF2D44
Limosilactobacillus pontis	1.1793815338125924	83.06496271929825	456	CRF2D44
Limosilactobacillus reuteri	1.1412106000083573	75.17300048332528	2069	CRF2D44
Limosilactobacillus secaliphilus	1.8717770604102504	77.2106279296875	1024	CRF2D44
Limosilactobacillus vaginalis	2.9003945228169523	76.30630737517178	2183	CRF2D44
Liquorilactobacillus aquaticus	0.7277854739332489	77.54372377985462	963	CRF2D44
Liquorilactobacillus cacaonum	0.1771455862809852	99.0193122444314	384926	CRF2D44
Liquorilactobacillus capillatus	0.5929557365503371	83.08993578408563	2149	CRF2D44
Liquorilactobacillus ghanensis	0.7939413134986051	84.89770030659172	7828	CRF2D44
Liquorilactobacillus hordei	0.3479989952024204	95.32167347531461	20660	CRF2D44
Liquorilactobacillus mali	0.6232048991793422	87.03270746680991	13031	CRF2D44
Liquorilactobacillus nagelii	0.1387323015657465	98.04362356599806	125087	CRF2D44
Liquorilactobacillus oeni	0.7374739055817957	83.73492940125112	1119	CRF2D44
Liquorilactobacillus satsumensis	0.7480097580969245	85.18117282082325	3304	CRF2D44
Liquorilactobacillus sucicola	1.48050058975398	78.33098622589532	2178	CRF2D44
Liquorilactobacillus uvarum	0.8174987586730914	87.23629365808823	2176	CRF2D44
Liquorilactobacillus vini	1.3125437092860952	88.58108441981747	3068	CRF2D44
Loigolactobacillus backii	1.4623242566711847	91.09794795539034	2421	CRF2D44
Loigolactobacillus bifermentans	1.0499603479761972	91.39421518151815	1515	CRF2D44
Loigolactobacillus coryniformis subsp. coryniformis	0.840702299212235	85.8147657992565	538	CRF2D44
Loigolactobacillus coryniformis subsp. torquens	1.6439839206852904	93.38619878674756	2143	CRF2D44
Loigolactobacillus iwatensis	1.492857563473401	91.80029153094462	614	CRF2D44
Loigolactobacillus rennini	0.6740333728045822	80.78804666666667	150	CRF2D44
Marinospirillum alkaliphilum	0.21693621782375497	80.23545341614907	483	CRF2D44
Marinospirillum celere	0.4018217155805757	75.3898085106383	47	CRF2D44
Marinospirillum insulare	0.90267093384844	73.67773333333334	30	CRF2D44
Marinospirillum minutulum	0.5909368402852788	74.92348571428572	35	CRF2D44
Methylobacillus flagellatus	0.2699807038945936	79.50269909502262	442	CRF2D44
Methylobacillus glycogenes	0.27851219726787	77.3590157480315	254	CRF2D44
Methylobacillus rhizosphaerae	0.16514667394930385	83.73152173913043	529	CRF2D44
Microbacterium agarici	0.6718548123582124	77.4975625	32	CRF2D44
Microbacterium arborescens	0.3614847323916915	78.95686486486487	148	CRF2D44
Microbacterium aurum	0.31185097530770267	79.11113618677042	257	CRF2D44
Microbacterium azadirachtae	0.3375851968371472	79.45077124183007	153	CRF2D44
Microbacterium barkeri	1.1438025579332436	85.32767375886525	141	CRF2D44
Microbacterium chocolatum	0.4159864150591518	78.44759649122807	114	CRF2D44
Microbacterium enclense	0.41026593787528154	79.00929655172413	145	CRF2D44
Microbacterium esteraromaticum	0.38617137954997766	79.12489130434783	92	CRF2D44
Microbacterium foliorum	0.3974205166243637	78.09462727272727	110	CRF2D44
Microbacterium ginsengisoli	0.4456955164542082	78.92307344632768	177	CRF2D44
Microbacterium ginsengiterrae	0.27057641719108433	81.08494092827004	237	CRF2D44
Microbacterium gorillae	0.3101038860550066	79.76211650485438	824	CRF2D44
Microbacterium gubeenense	0.20576747243556293	83.28607427055702	754	CRF2D44
Microbacterium halotolerans	0.6069174690167587	78.78941525423728	118	CRF2D44
Microbacterium hominis	0.2810157837753043	78.49292340425532	235	CRF2D44
Microbacterium humi	0.34665473853504636	78.31419469026548	113	CRF2D44
Microbacterium hydrocarbonoxydans	0.3977728679329922	80.96213253012048	83	CRF2D44
Microbacterium hydrothermale	0.3190120804656043	79.87063428571429	175	CRF2D44
Microbacterium indicum	0.1532034816053949	87.0632183908046	522	CRF2D44
Microbacterium ketosireducens	0.35410401106760175	78.99349748743718	199	CRF2D44
Microbacterium kitamiense	0.22129460908542717	79.61953278688524	122	CRF2D44
Microbacterium kyungheense	0.31167834998069815	79.21264285714285	182	CRF2D44
Microbacterium lacticum	0.3375057738651152	79.02841964285714	224	CRF2D44
Microbacterium lacus	0.3532190610711287	78.5416	115	CRF2D44
Microbacterium laevaniformans	0.4071562746258534	78.14640718562875	167	CRF2D44
Microbacterium lemovicicum	0.38856989412860155	79.46104575163399	153	CRF2D44
Microbacterium lindanitolerans	0.5735620666609035	75.60444827586207	29	CRF2D44
Microbacterium liquefaciens	0.30432047780227195	80.10145528455284	123	CRF2D44
Microbacterium luticocti	0.19336269547686555	78.1410780141844	141	CRF2D44
Microbacterium mangrovi	0.3157914305736516	79.10015032679739	153	CRF2D44
Microbacterium maritypicum	0.21245914639969937	78.3901375	80	CRF2D44
Microbacterium oleivorans	0.2809526056105626	80.10920118343195	169	CRF2D44
Microbacterium oxydans	0.5715753394017873	79.12856179775281	89	CRF2D44
Microbacterium paludicola	0.2995483434480818	79.74200632911392	158	CRF2D44
Microbacterium paraoxydans	0.33780032754234623	79.80140310077519	129	CRF2D44
Microbacterium phyllosphaerae	0.37167900652560854	80.61731707317074	82	CRF2D44
Microbacterium profundi	0.459205085585417	80.25307086614173	127	CRF2D44
Microbacterium pygmaeum	0.3406411558049505	78.23494214876033	121	CRF2D44
Microbacterium resistens	0.43365415058737367	79.5867062937063	143	CRF2D44
Microbacterium saperdae	0.49564071889042993	78.9683875	160	CRF2D44
Microbacterium sediminis	0.42245325782071036	79.96184684684685	222	CRF2D44
Microbacterium telephonicum	0.32501075893343806	78.68862365591397	372	CRF2D44
Microbacterium testaceum	0.4508363591210915	79.09377777777777	171	CRF2D44
Microbacterium timonense	0.45804642767665926	77.8501231884058	138	CRF2D44
Microbacterium trichothecenolyticum	0.24998094730020481	78.51748148148148	189	CRF2D44
Microbacterium xylanilyticum	0.3337639658246764	79.50872881355932	59	CRF2D44
Microbacterium yannicii	0.3876191794247126	77.28704166666667	144	CRF2D44
Moniliophthora perniciosa	2.144348723841932	86.39782352941177	34	CRF2D44
Moniliophthora roreri	0.15616474485706738	97.99371665642286	1627	CRF2D44
Mucilaginibacter auburnensis	0.5966632019033782	73.15643859649123	57	CRF2D44
Mucilaginibacter gossypii	0.90267093384844	73.1819	30	CRF2D44
Mucilaginibacter gossypiicola	0.42207237203588244	72.94703636363636	55	CRF2D44
Mucilaginibacter gotjawali	0.8695086552184785	72.19878787878788	33	CRF2D44
Mucilaginibacter gracilis	0.3678432301610411	71.57468	75	CRF2D44
Mucilaginibacter kameinonensis	0.5499719409228703	71.53071666666666	60	CRF2D44
Mucilaginibacter lappiensis	0.4117025590308686	72.57322535211267	71	CRF2D44
Mucilaginibacter mallensis	0.4145656420812694	71.90943023255814	86	CRF2D44
Mucilaginibacter oryzae	0.7439437590083768	71.97788372093024	43	CRF2D44
Mucilaginibacter paludis	0.4109877937746623	71.96151282051282	117	CRF2D44
Mucilaginibacter pedocola	0.42612252158297304	72.77751063829787	47	CRF2D44
Mucilaginibacter phyllosphaerae	0.6549637093048075	71.9320975609756	41	CRF2D44
Mucilaginibacter pineti	0.4325877746399791	73.30340845070423	71	CRF2D44
Mucilaginibacter polytrichastri	0.3241377756317424	72.86112359550562	89	CRF2D44
Mucilaginibacter psychrotolerans	0.950146187582615	70.954675	40	CRF2D44
Mucilaginibacter rubeus	0.7648751621051909	72.19067142857143	70	CRF2D44
Mucilaginibacter yixingensis	0.6117420984873677	73.72908333333334	48	CRF2D44
Mycobacteroides abscessus subsp. abscessus	1.355261854357877	75.22785714285715	7	CRF2D44
Mycobacteroides abscessus subsp. bolletii	2.1081851067789192	70.253	2	CRF2D44
Mycobacteroides abscessus subsp. massiliense	1.0540925533894598	73.3392	5	CRF2D44
Mycobacteroides chelonae	0.6900655593423543	75.56521428571429	14	CRF2D44
Mycobacteroides franklinii	0.6573421981221796	78.17016666666666	12	CRF2D44
Mycobacteroides immunogenum	0.8823455307737965	77.07190476190476	21	CRF2D44
Mycobacteroides salmoniphilum	0.8606629658238704	76.54475	12	CRF2D44
Mycobacteroides saopaulense	0.9642122253007899	75.26414285714286	14	CRF2D44
Mycobacteroides stephanolepidis	1.405456737852613	77.3995	6	CRF2D44
Mycoplasma agalactiae	3.162277660168379	77.551	1	CRF2D44
Mycoplasma agassizii	1.7916128329552332	74.72483333333334	12	CRF2D44
Mycoplasma alkalescens	1.6101529717988265	72.10633333333334	6	CRF2D44
Mycoplasma alligatoris	2.249828525701843	75.18733333333334	3	CRF2D44
Mycoplasma alvi	1.1653431646335017	76.381	6	CRF2D44
Mycoplasma amphoriforme	2.249828525701843	76.01633333333334	3	CRF2D44
Mycoplasma anatis	2.4152294576982394	69.9825	4	CRF2D44
Mycoplasma anseris	2.4152294576982394	77.57900000000001	4	CRF2D44
Mycoplasma anserisalpingitis	1.6101529717988265	81.04166666666667	3	CRF2D44
Mycoplasma arginini	2.1081851067789192	77.60849999999999	2	CRF2D44
Mycoplasma auris	1.1653431646335017	72.91633333333334	6	CRF2D44
Mycoplasma bovigenitalium	2.6293687924887186	72.23616666666666	6	CRF2D44
Mycoplasma bovirhinis	2.4152294576982394	75.59175	4	CRF2D44
Mycoplasma bovis	1.6101529717988265	73.68066666666667	3	CRF2D44
Mycoplasma bovoculi	1.6101529717988265	77.376	3	CRF2D44
Mycoplasma buteonis	1.6101529717988265	77.313	3	CRF2D44
Mycoplasma californicum	3.1622776601683795	71.61233333333334	3	CRF2D44
Mycoplasma canadense	2.1081851067789192	71.04	2	CRF2D44
Mycoplasma canis	2.249828525701843	79.90133333333333	3	CRF2D44
Mycoplasma capricolum subsp. capricolum	2.1081851067789192	73.91499999999999	2	CRF2D44
Mycoplasma capricolum subsp. capripneumoniae	1.7480147469502523	79.268	4	CRF2D44
Mycoplasma caviae	2.6293687924887186	71.1015	6	CRF2D44
Mycoplasma citelli	1.7880936529065323	77.34285714285714	7	CRF2D44
Mycoplasma cloacale	2.4152294576982394	74.938	4	CRF2D44
Mycoplasma collis	1.6101529717988265	76.18433333333333	3	CRF2D44
Mycoplasma columbinum	2.249828525701843	80.01933333333334	3	CRF2D44
Mycoplasma columborale	3.162277660168379	68.067	1	CRF2D44
Mycoplasma conjunctivae	3.162277660168379	68.027	1	CRF2D44
Mycoplasma cricetuli	1.4142135623730951	75.3954	5	CRF2D44
Mycoplasma crocodyli	2.1081851067789192	76.1915	2	CRF2D44
Mycoplasma cynos	3.162277660168379	78.125	1	CRF2D44
Mycoplasma dispar	2.4152294576982394	75.57300000000001	4	CRF2D44
Mycoplasma edwardii	3.162277660168379	82.587	1	CRF2D44
Mycoplasma elephantis	3.162277660168379	76.812	1	CRF2D44
Mycoplasma equirhinis	2.1081851067789192	75.9035	2	CRF2D44
Mycoplasma falconis	1.0540925533894598	73.45	5	CRF2D44
Mycoplasma felis	1.6101529717988265	69.72233333333334	3	CRF2D44
Mycoplasma feriruminatoris	1.104921028901948	71.15722222222223	9	CRF2D44
Mycoplasma fermentans	1.4142135623730951	78.18	5	CRF2D44
Mycoplasma flocculare	3.162277660168379	66.078	1	CRF2D44
Mycoplasma gallinaceum	2.1081851067789192	76.943	2	CRF2D44
Mycoplasma gallinarum	1.6101529717988265	71.83866666666667	6	CRF2D44
Mycoplasma gallopavonis	3.162277660168379	77.586	1	CRF2D44
Mycoplasma girerdii	2.1081851067789192	65.7845	2	CRF2D44
Mycoplasma glycophilum	1.6101529717988265	70.047	3	CRF2D44
Mycoplasma hominis	3.162277660168379	71.635	1	CRF2D44
Mycoplasma hyorhinis	1.2909944487358054	73.847	4	CRF2D44
Mycoplasma hyosynoviae	3.162277660168379	71.3175	2	CRF2D44
Mycoplasma imitans	2.1081851067789192	80.164	2	CRF2D44
Mycoplasma iners	2.1081851067789192	73.9275	2	CRF2D44
Mycoplasma iowae	1.9436506316151	76.788	5	CRF2D44
Mycoplasma leachii	1.1653431646335017	77.34466666666667	6	CRF2D44
Mycoplasma leonicaptivi	1.0540925533894598	71.37	5	CRF2D44
Mycoplasma maculosum	1.7480147469502523	71.904	4	CRF2D44
Mycoplasma marinum	1.1761037176408067	78.56428571428572	7	CRF2D44
Mycoplasma meleagridis	1.405456737852613	75.8385	6	CRF2D44
Mycoplasma mobile	2.4152294576982394	71.4505	4	CRF2D44
Mycoplasma molare	2.5385910352879693	74.1902	5	CRF2D44
Mycoplasma mucosicanis	2.249828525701843	70.068	3	CRF2D44
Mycoplasma mustelae	2.1081851067789192	74.5445	2	CRF2D44
Mycoplasma mycoides subsp. mycoides	0.7657804862272346	71.47808333333333	12	CRF2D44
Mycoplasma nasistruthionis	2.4152294576982394	69.85225	4	CRF2D44
Mycoplasma neurolyticum	1.4296488196754653	74.60522222222222	9	CRF2D44
Mycoplasma orale	2.249828525701843	73.45633333333333	3	CRF2D44
Mycoplasma ovipneumoniae	2.1081851067789192	76.65799999999999	2	CRF2D44
Mycoplasma parvum	2.1081851067789192	70.2635	2	CRF2D44
Mycoplasma penetrans	0.8198497637473576	76.64666666666666	9	CRF2D44
Mycoplasma phocicerebrale	2.665926919091288	73.134	13	CRF2D44
Mycoplasma phocidae	1.6101529717988265	72.79155555555556	9	CRF2D44
Mycoplasma phocirhinis	1.1653431646335017	73.43166666666667	6	CRF2D44
Mycoplasma pirum	1.6101529717988265	74.13666666666667	3	CRF2D44
Mycoplasma primatum	1.6101529717988265	74.81133333333334	3	CRF2D44
Mycoplasma pullorum	3.162277660168379	78.846	1	CRF2D44
Mycoplasma pulmonis	1.6101529717988265	71.976	3	CRF2D44
Mycoplasma putrefaciens	3.162277660168379	75.52799999999999	2	CRF2D44
Mycoplasma salivarium	2.1081851067789192	79.19399999999999	2	CRF2D44
Mycoplasma simbae	3.162277660168379	74.39	1	CRF2D44
Mycoplasma spumans	2.1081851067789192	77.31049999999999	2	CRF2D44
Mycoplasma sturni	1.6101529717988265	76.26833333333333	3	CRF2D44
Mycoplasma subdolum	2.1081851067789192	76.7235	2	CRF2D44
Mycoplasma suis	3.162277660168379	81.481	1	CRF2D44
Mycoplasma synoviae	3.162277660168379	71.839	1	CRF2D44
Mycoplasma testudinis	1.6101529717988265	77.06933333333333	3	CRF2D44
Mycoplasma todarodis	3.162277660168379	79.545	1	CRF2D44
Mycoplasma verecundum	1.2909944487358054	76.1035	4	CRF2D44
Mycoplasma yeatsii	1.1653431646335017	74.35916666666667	6	CRF2D44
Naumovozyma castellii	0.7200822998230957	81.30086666666666	15	CRF2D44
Naumovozyma dairenensis	0.9162456945817024	80.3317	30	CRF2D44
Nostoc calcicola	1.0540925533894598	77.0848	10	CRF2D44
Nostoc carneum	0.7297563831157798	72.822	13	CRF2D44
Nostoc commune	1.4296488196754653	77.08911111111111	9	CRF2D44
Nostoc cycadae	1.104921028901948	74.186	9	CRF2D44
Nostoc flagelliforme	1.258762841911136	75.79607692307692	13	CRF2D44
Nostoc linckia	0.7678340712665286	71.96707142857143	14	CRF2D44
Nostoc minutum	1.097134314340639	79.205	12	CRF2D44
Nostoc piscinale	0.7297563831157798	74.11169230769231	13	CRF2D44
Nostoc punctiforme	0.8198497637473576	75.76433333333334	9	CRF2D44
Nostoc sphaeroides	0.9040262963743211	74.69527272727272	11	CRF2D44
Oenococcus alcoholitolerans	1.45981316761125	86.38023622047244	635	CRF2D44
Oenococcus kitaharae	1.6520048631385085	86.69549668874173	302	CRF2D44
Oenococcus oeni	1.4638907973168076	81.9050143884892	278	CRF2D44
Oenococcus sicerae	1.3336667275804406	72.1065029239766	171	CRF2D44
Ogataea glucozyma	1.7266304925478606	83.8682962962963	54	CRF2D44
Ogataea henricii	1.2427621076575182	79.91155172413794	29	CRF2D44
Ogataea kodamae	1.9029974190615004	89.12391666666667	36	CRF2D44
Ogataea methanolica	0.5527707983925667	75.833175	40	CRF2D44
Ogataea methylivora	0.7923822342419927	75.41952272727272	88	CRF2D44
Ogataea minuta	1.355261854357877	78.13271428571429	7	CRF2D44
Ogataea naganishii	1.9795541663298957	78.86037209302326	43	CRF2D44
Ogataea nitratoaversa	0.9298297335175583	79.7873875	80	CRF2D44
Ogataea nonfermentans	1.247219128924647	79.0802	10	CRF2D44
Ogataea parapolymorpha	1.4493772609105071	83.4945	16	CRF2D44
Ogataea philodendri	1.6383046318551735	82.02944444444445	27	CRF2D44
Ogataea pilisensis	0.5995641118204179	74.64891176470589	68	CRF2D44
Ogataea pini	1.2865958177244092	79.23477142857142	35	CRF2D44
Ogataea polymorpha	2.644258499641613	92.81957446808511	47	CRF2D44
Ogataea populi-albae	0.8463073229366048	77.0511304347826	23	CRF2D44
Ogataea ramenticola	0.5473700049192916	76.157701149425293	87	CRF2D44
Ogataea trehaloabstinens	0.7529232524210426	75.06911428571429	35	CRF2D44
Ogataea trehalophila	0.5589309586692629	77.09078947368421	76	CRF2D44
Ogataea zsoltii	1.2638125740085917	84.3231	40	CRF2D44
Paenarthrobacter aurescens	0.6023386019368342	76.59014285714287	14	CRF2D44
Paenarthrobacter nicotinovorans	1.6196602482397016	84.387125	56	CRF2D44
Paenarthrobacter nitroguajacolicus	0.9428090415820634	71.7049	10	CRF2D44
Paenarthrobacter ureafaciens	0.837950173833242	76.35441666666667	24	CRF2D44
Paenibacillus aceti	0.9624323313555938	77.75960869565218	23	CRF2D44
Paenibacillus agaridevorans	0.5898505584103609	74.53572727272727	66	CRF2D44
Paenibacillus alginolyticus	0.816496580927726	75.5237	10	CRF2D44
Paenibacillus algorifonticola	0.5472468973568206	73.862125	32	CRF2D44
Paenibacillus alvei	1.0061539042374907	74.24506666666667	15	CRF2D44
Paenibacillus amylolyticus	1.0540925533894598	75.4846	10	CRF2D44
Paenibacillus anaericanus	0.5270462766947299	76.71265	20	CRF2D44
Paenibacillus antarcticus	1.0004590314678288	73.4740909090909	11	CRF2D44
Paenibacillus antibioticophila	0.3720326659021623	78.30423529411765	136	CRF2D44
Paenibacillus apiarius	0.816496580927726	72.8474	10	CRF2D44
Paenibacillus aquistagni	0.9860132971832694	74.864	8	CRF2D44
Paenibacillus assamensis	0.6666666666666666	75.1053	10	CRF2D44
Paenibacillus baekrokdamisoli	0.649753964390142	74.21078260869565	23	CRF2D44
Paenibacillus barcinonensis	0.8148845426702924	76.828	13	CRF2D44
Paenibacillus barengoltzii	0.6707861703387471	75.44909090909091	11	CRF2D44
Paenibacillus beijingensis	0.8606629658238704	76.35966666666667	12	CRF2D44
Paenibacillus borealis	0.6067774136512427	76.6808076923077	26	CRF2D44
Paenibacillus bouchesdurhonensis	0.8754368385876947	74.33094736842105	19	CRF2D44
Paenibacillus bovis	1.1761037176408067	76.489	7	CRF2D44
Paenibacillus camerounensis	0.6832262868961142	78.294	26	CRF2D44
Paenibacillus campinasensis	0.9728833730787924	73.93444444444444	9	CRF2D44
Paenibacillus castaneae	0.6307180135528296	72.82437037037037	27	CRF2D44
Paenibacillus catalpae	0.6023386019368342	74.90692857142857	14	CRF2D44
Paenibacillus cellulosilyticus	0.7297563831157798	75.4936923076923	13	CRF2D44
Paenibacillus chibensis	0.8198497637473576	75.47277777777778	9	CRF2D44
Paenibacillus chitinolyticus	1.0540925533894598	71.145	5	CRF2D44
Paenibacillus chondroitinus	1.5133570078162575	73.67571428571428	7	CRF2D44
Paenibacillus contaminans	0.9460770203292445	81.88586111111111	36	CRF2D44
Paenibacillus crassostreae	1.2400716825158848	72.65136	25	CRF2D44
Paenibacillus curdlanolyticus	0.9860132971832694	74.971375	8	CRF2D44
Paenibacillus daejeonensis	0.7867608881466227	77.94723529411765	17	CRF2D44
Paenibacillus darwinianus	1.104921028901948	76.35922222222223	9	CRF2D44
Paenibacillus dauci	0.8198497637473576	75.31011111111111	9	CRF2D44
Paenibacillus dendritiformis	1.1486707293408518	74.44425	8	CRF2D44
Paenibacillus donghaensis	0.5532833351724882	77.3715	28	CRF2D44
Paenibacillus durus	0.7905694150420948	72.452625	8	CRF2D44
Paenibacillus ehimensis	0.6307180135528297	75.03044444444444	9	CRF2D44
Paenibacillus elgii	0.6718548123582124	74.1421875	16	CRF2D44
Paenibacillus etheri	1.3592162339178022	77.73407692307693	13	CRF2D44
Paenibacillus ferrarius	1.097134314340639	75.65116666666667	12	CRF2D44
Paenibacillus fonticola	0.6900655593423543	78.16714285714286	14	CRF2D44
Paenibacillus forsythiae	1.2909944487358054	77.55625	4	CRF2D44
Paenibacillus ginsengarvi	1.2054009511326316	76.06253846153847	13	CRF2D44
Paenibacillus ginsengihumi	1.0394006494665546	73.80529411764705	17	CRF2D44
Paenibacillus glacialis	0.8148845426702924	73.81407692307693	13	CRF2D44
Paenibacillus glucanolyticus	1.6101529717988265	70.89133333333334	3	CRF2D44
Paenibacillus glycanilyticus	0.6718548123582124	73.51825	16	CRF2D44
Paenibacillus gorillae	0.90267093384844	76.47093333333333	15	CRF2D44
Paenibacillus graminis	0.6478835438717	78.55953333333333	15	CRF2D44
Paenibacillus harenae	0.6478835438717	73.037	15	CRF2D44
Paenibacillus hemerocallicola	0.9217771979249537	74.38394117647059	17	CRF2D44
Paenibacillus herberti	1.2909944487358054	76.946875	8	CRF2D44
Paenibacillus humicus	1.0004590314678288	76.41536363636364	11	CRF2D44
Paenibacillus ihbetae	2.249828525701843	76.88333333333334	3	CRF2D44
Paenibacillus ihumii	0.7959954870644664	73.291	11	CRF2D44
Paenibacillus illinoisensis	0.5580489988532434	78.88041176470588	17	CRF2D44
Paenibacillus jamilae	0.9860132971832694	74.946	8	CRF2D44
Paenibacillus jilunlii	0.8461970117626564	79.9976	15	CRF2D44
Paenibacillus kobensis	2.291963806135874	70.40539130434783	23	CRF2D44
Paenibacillus koleovorans	0.8020441719763131	75.187	19	CRF2D44
Paenibacillus kribbensis	1.355261854357877	75.18614285714285	7	CRF2D44
Paenibacillus lactis	0.9860132971832694	76.804875	8	CRF2D44
Paenibacillus larvae	1.0753895038701158	69.54299999999999	14	CRF2D44
Paenibacillus lautus	1.7916128329552332	72.30383333333333	6	CRF2D44
Paenibacillus lentimorbus	3.162277660168379	74.427	1	CRF2D44
Paenibacillus lentus	0.7959954870644664	75.06354545454545	11	CRF2D44
Paenibacillus luteus	0.4182070292828228	74.61905555555556	36	CRF2D44
Paenibacillus macerans	0.6900655593423543	78.19621428571429	14	CRF2D44
Paenibacillus macquariensis subsp. defensor	1.7880936529065323	73.019	7	CRF2D44
Paenibacillus macquariensis subsp. macquariensis	0.7959954870644664	72.64972727272728	11	CRF2D44
Paenibacillus massiliensis	0.7657804862272346	77.65108333333333	12	CRF2D44
Paenibacillus montanisoli	0.5191911982388868	72.50161538461539	13	CRF2D44
Paenibacillus mucilaginosus	0.8020441719763131	76.02084210526316	19	CRF2D44
Paenibacillus nanensis	0.5077182070575939	76.52408	25	CRF2D44
Paenibacillus naphthalenovorans	1.222783260682902	74.84055555555555	9	CRF2D44
Paenibacillus odorifer	0.816496580927726	75.0266	10	CRF2D44
Paenibacillus oryzae	0.39662693449899245	76.32053571428571	56	CRF2D44
Paenibacillus pabuli	1.104921028901948	75.88622222222222	9	CRF2D44
Paenibacillus paeoniae	0.6273105439242342	75.03241666666666	24	CRF2D44
Paenibacillus panacisoli	1.3964645998681124	73.3815	14	CRF2D44
Paenibacillus pasadensis	0.5957669608202004	75.36125	24	CRF2D44
Paenibacillus pectinilyticus	1.1486707293408518	72.714	8	CRF2D44
Paenibacillus peoriae	0.9642122253007899	72.96771428571428	7	CRF2D44
Paenibacillus phocaensis	0.8936504412303006	77.024125	16	CRF2D44
Paenibacillus physcomitrellae	1.1268723396380222	74.58657142857143	14	CRF2D44
Paenibacillus pini	0.7905694150420948	73.70325	8	CRF2D44
Paenibacillus pinihumi	0.9860132971832694	74.3536875	16	CRF2D44
Paenibacillus pinisoli	1.0213147899774866	76.72025	28	CRF2D44
Paenibacillus polymyxa	0.6573421981221796	73.94466666666666	12	CRF2D44
Paenibacillus polysaccharolyticus	1.247219128924647	74.2101	10	CRF2D44
Paenibacillus popilliae	1.247219128924647	69.2475	10	CRF2D44
Paenibacillus prosopidis	0.5909368402852788	74.49137142857143	35	CRF2D44
Paenibacillus rhizosphaerae	0.8461970117626564	74.2236	15	CRF2D44
Paenibacillus rigui	0.7856742013183862	72.577	15	CRF2D44
Paenibacillus riograndensis	0.8395428851933614	77.70568421052631	19	CRF2D44
Paenibacillus rubinfantis	0.9099159635010484	74.04547368421052	19	CRF2D44
Paenibacillus sabinae	1.4142135623730951	72.0306	5	CRF2D44
Paenibacillus sanguinis	0.8087118747979029	76.94242424242424	33	CRF2D44
Paenibacillus selenitireducens	0.8936504412303006	71.5115625	16	CRF2D44
