Species	Covered_bases	Breadth	TotalBases	Average_coverage	Average_coverage_on_covered_area	Sample	Genus
Methylobacillus rhizosphaerae	37197	1.5702814618810872	41195	0.01739058118186719	1.107481786165551	CRF2D7	Methylobacillus
Microbacterium aurum	1779	0.05194324375775936	2703	7.892219667072713e-4	1.5193929173693086	CRF2D7	Microbacterium
Microbacterium azadirachtae	2240	0.05547869444762291	2677	6.630199331977077e-4	1.1950892857142856	CRF2D7	Microbacterium
Microbacterium barkeri	3675	0.1012990256274131	45747	0.012609868096264671	12.448163265306123	CRF2D7	Microbacterium
Microbacterium chocolatum	1178	0.03717695029081969	1178	3.717695029081969e-4	1	CRF2D7	Microbacterium
Microbacterium enclense	878	0.023946516900022474	878	2.3946516900022474e-4	1	CRF2D7	Microbacterium
Microbacterium esteraromaticum	2281	0.0676009487249323	3100	0.00091873275338575245	1.3590530469092503	CRF2D7	Microbacterium
Microbacterium foliorum	986	0.027709721278424245	1249	3.510085383037716e-4	1.2667342799188641	CRF2D7	Microbacterium
Microbacterium ginsengisoli	1016	0.03333909767207125	1016	3.3339097672071253e-4	1	CRF2D7	Microbacterium
Microbacterium ginsengiterrae	4440	0.1072237924765605	5396	0.0013031071716295506	1.2153153153153153	CRF2D7	Microbacterium
Microbacterium gorillae	5031	0.13623919171787033	5776	0.0015641374902850705	1.1480818922679388	CRF2D7	Microbacterium
Microbacterium gubeenense	5395	0.178765270430932	8019	0.0026571245664238066	1.4863762743280815	CRF2D7	Microbacterium
Microbacterium halotolerans	1222	0.034463959920276004	1222	3.4463959920276005e-4	1	CRF2D7	Microbacterium
Microbacterium hominis	909	0.025951571911548822	909	2.595157191154882e-4	1	CRF2D7	Microbacterium
Microbacterium humi	1069	0.03185130891300332	1212	3.611205463289057e-4	1.1337698783910197	CRF2D7	Microbacterium
Microbacterium hydrocarbonoxydans	3158	0.0878494330818488	3396	9.447013133184247e-4	1.0753641545281825	CRF2D7	Microbacterium
Microbacterium hydrothermale	1439	0.04018946862763717	1684	4.703201193116122e-4	1.1702571230020848	CRF2D7	Microbacterium
Microbacterium indicum	96813	3.44535276137481	104108	0.037049650902379716	1.075351450734922	CRF2D7	Microbacterium
Microbacterium ketosireducens	1976	0.05037598432021993	2152	5.486291409772941e-4	1.0890688259109311	CRF2D7	Microbacterium
Microbacterium kitamiense	968	0.025283261331759222	1018	2.6589214912945135e-4	1.0516528925619835	CRF2D7	Microbacterium
Microbacterium kyungheense	1338	0.03128883334744215	1338	3.128883334744215e-4	1	CRF2D7	Microbacterium
Microbacterium lacticum	2506	0.08118166292181421	2756	8.928039226357541e-4	1.0997605746209098	CRF2D7	Microbacterium
Microbacterium lacus	1549	0.04441331275430492	2024	5.80326307390014e-4	1.3066494512588767	CRF2D7	Microbacterium
Microbacterium laevaniformans	4518	0.1318695559661926	7485	0.002184691514844957	1.656706507304117	CRF2D7	Microbacterium
Microbacterium lemovicicum	1475	0.04148330810116977	1808	5.084869223519658e-4	1.2257627118644068	CRF2D7	Microbacterium
Microbacterium lindanitolerans	1076	0.032084253966550076	1076	3.2084253966550077e-4	1	CRF2D7	Microbacterium
Microbacterium liquefaciens	773	0.023200964775953115	773	2.3200964775953116e-4	1	CRF2D7	Microbacterium
Microbacterium mangrovi	1791	0.040551546313556515	2398	5.429514687878756e-4	1.3389168062534897	CRF2D7	Microbacterium
Microbacterium maritypicum	1391	0.034801797383985665	1391	3.480179738398567e-4	1	CRF2D7	Microbacterium
Microbacterium oleivorans	1436	0.048252736813914794	2016	6.774200377218122e-4	1.4038997214484679	CRF2D7	Microbacterium
Microbacterium oxydans	1049	0.026138657479680246	1191	2.9676969550332865e-4	1.1353670162059104	CRF2D7	Microbacterium
Microbacterium paludicola	1336	0.039169363225186604	1336	3.91693632251866e-4	1	CRF2D7	Microbacterium
Microbacterium paraoxydans	3500	0.09852735386774757	4090	0.0011513625066259644	1.1685714285714286	CRF2D7	Microbacterium
Microbacterium phyllosphaerae	1612	0.04989264724134207	1612	4.989264724134207e-4	1	CRF2D7	Microbacterium
Microbacterium profundi	1554	0.04612155969224988	1827	5.422399585440189e-4	1.1756756756756757	CRF2D7	Microbacterium
Microbacterium pygmaeum	451	0.012293283396980378	451	1.2293283396980377e-4	1	CRF2D7	Microbacterium
Microbacterium resistens	2295	0.05765109107515894	3302	8.294723430508706e-4	1.4387799564270152	CRF2D7	Microbacterium
Microbacterium saperdae	1015	0.02351506423666858	1241	2.8750930756360303e-4	1.2226600985221674	CRF2D7	Microbacterium
Microbacterium telephonicum	1025	0.03287235072906063	1025	3.2872350729060634e-4	1	CRF2D7	Microbacterium
Microbacterium testaceum	1097	0.02754873514389882	1097	2.754873514389882e-4	1	CRF2D7	Microbacterium
Microbacterium timonense	582	0.014692420982796741	582	1.469242098279674e-4	1	CRF2D7	Microbacterium
Microbacterium trichothecenolyticum	591	0.01306285198970886	591	1.306285198970886e-4	1	CRF2D7	Microbacterium
Microbacterium yannicii	576	0.014573051341416485	576	1.4573051341416486e-4	1	CRF2D7	Microbacterium
Moniliophthora perniciosa	1210	0.004538079569487019	1426	5.3481830298251965e-5	1.1785123966942148	CRF2D7	Moniliophthora
Moniliophthora roreri	302368	0.5791950172310556	314977	0.006033479367604581	1.041700841358874	CRF2D7	Moniliophthora
Naumovozyma castellii	911	0.008119763209522245	911	8.119763209522245e-5	1	CRF2D7	Naumovozyma
Nostoc minutum	610	0.006199311104094258	705	7.164777587518775e-5	1.1557377049180328	CRF2D7	Nostoc
Oenococcus alcoholitolerans	5920	0.5146121154643549	15205	0.013217360161546478	2.5684121621621623	CRF2D7	Oenococcus
Oenococcus kitaharae	8063	0.4376741767350364	10173	0.005522087808415633	1.261689197569143	CRF2D7	Oenococcus
Oenococcus oeni	9854	0.5698612011499006	10749	0.006216194490724864	1.0908260604830526	CRF2D7	Oenococcus
Ogataea glucozyma	597	0.0043053638054050564	1005	7.247722988998462e-5	1.6834170854271358	CRF2D7	Ogataea
Ogataea kodamae	894	0.01030813007061415	3725	4.295054196089229e-4	4.166666666666667	CRF2D7	Ogataea
Ogataea methylivora	431	0.003354876675200456	431	3.354876675200456e-5	1	CRF2D7	Ogataea
Ogataea naganishii	769	0.0064077299387640995	983	8.19089535735385e-5	1.2782834850455136	CRF2D7	Ogataea
Ogataea nitratoaversa	846	0.005897884611443039	2231	1.5553404926866928e-4	2.637115839243499	CRF2D7	Ogataea
Ogataea parapolymorpha	483	0.005442505562792824	483	5.4425055627928236e-5	1	CRF2D7	Ogataea
Ogataea philodendri	521	0.0058922614137401205	521	5.89226141374012e-5	1	CRF2D7	Ogataea
Ogataea pilisensis	568	0.003964684710542418	568	3.964684710542418e-5	1	CRF2D7	Ogataea
Ogataea pini	590	0.005100117026075083	590	5.100117026075083e-5	1	CRF2D7	Ogataea
Ogataea polymorpha	3734	0.041607372817549	4753	5.29619290310151e-4	1.27289769683985	CRF2D7	Ogataea
Ogataea populi-albae	355	0.003012707430210632	355	3.0127074302106322e-5	1	CRF2D7	Ogataea
Ogataea ramenticola	1192	0.00917925522202978	1636	1.2598373777886513e-4	1.3724832214765101	CRF2D7	Ogataea
Ogataea trehaloabstinens	453	0.0040110904437142625	453	4.0110904437142625e-5	1	CRF2D7	Ogataea
Ogataea trehalophila	1011	0.007146687997869142	1011	7.146687997869142e-5	1	CRF2D7	Ogataea
Paenarthrobacter aurescens	505	0.009662024303148022	631	1.2072747198586933e-4	1.2495049504950495	CRF2D7	Paenarthrobacter
Paenarthrobacter nicotinovorans	482	0.010099431205063293	561	1.1754732170208522e-4	1.1639004149377594	CRF2D7	Paenarthrobacter
Paenarthrobacter ureafaciens	956	0.021718328724625223	1173	2.664811673011024e-4	1.2269874476987448	CRF2D7	Paenarthrobacter
Paenibacillus agaridevorans	443	0.005094934266722225	443	5.0949342667222244e-5	1	CRF2D7	Paenibacillus
Paenibacillus amylolyticus	881	0.012389437280477736	881	1.2389437280477735e-4	1	CRF2D7	Paenibacillus
Paenibacillus antibioticophila	611	0.010940625173465314	611	1.0940625173465313e-4	1	CRF2D7	Paenibacillus
Paenibacillus borealis	772	0.009464486598188899	772	9.464486598188899e-5	1	CRF2D7	Paenibacillus
Paenibacillus camerounensis	1024	0.014768179246468074	1024	1.4768179246468075e-4	1	CRF2D7	Paenibacillus
Paenibacillus castaneae	504	0.007992994077254826	504	7.992994077254826e-5	1	CRF2D7	Paenibacillus
Paenibacillus contaminans	791	0.007730173741274115	3155	3.083274102872292e-4	3.988621997471555	CRF2D7	Paenibacillus
Paenibacillus graminis	519	0.00724206526398514	519	7.24206526398514e-5	1	CRF2D7	Paenibacillus
Paenibacillus lactis	531	0.0078019956358780715	531	7.801995635878071e-5	1	CRF2D7	Paenibacillus
Paenibacillus lentus	1209	0.022860163867100197	1298	2.4543004714223373e-4	1.0736145574855251	CRF2D7	Paenibacillus
Paenibacillus nanensis	374	0.006112219699978265	721	1.178318289755168e-4	1.927807486631016	CRF2D7	Paenibacillus
Paenibacillus oryzae	1562	0.02644782362518727	2364	4.0027307970513895e-4	1.5134443021766966	CRF2D7	Paenibacillus
Paenibacillus pabuli	1077	0.014694920755900176	1077	1.4694920755900176e-4	1	CRF2D7	Paenibacillus
Paenibacillus paeoniae	1434	0.024774494226281658	1434	2.477449422628166e-4	1	CRF2D7	Paenibacillus
Paenibacillus phocaensis	369	0.006690713344274191	369	6.690713344274191e-5	1	CRF2D7	Paenibacillus
Paenibacillus physcomitrellae	502	0.010396248238384729	502	1.039624823838473e-4	1	CRF2D7	Paenibacillus
Paenibacillus pinisoli	1187	0.01990837451560342	1457	2.4436816907526693e-4	1.2274641954507162	CRF2D7	Paenibacillus
Paenibacillus prosopidis	499	0.007519601446054017	1174	1.769140700935354e-4	2.352705410821643	CRF2D7	Paenibacillus
Paenibacillus senegalimassiliensis	12763	0.2522479575880328	13289	0.0026264382264258937	1.0412128809840946	CRF2D7	Paenibacillus
Paenibacillus silvae	581	0.008548884907583758	581	8.548884907583759e-5	1	CRF2D7	Paenibacillus
Paenibacillus sinopodophylli	647	0.009189022597610286	1119	1.5892606316423354e-4	1.7295208655332304	CRF2D7	Paenibacillus
Paenibacillus stellifer	959	0.01694706190254538	959	1.6947061902545382e-4	1	CRF2D7	Paenibacillus
Paenibacillus taichungensis	925	0.013069712291124804	925	1.3069712291124803e-4	1	CRF2D7	Paenibacillus
Paenibacillus tuaregi	584	0.010302309269679176	774	1.365408797043096e-4	1.3253424657534247	CRF2D7	Paenibacillus
Paenibacillus typhae	382	0.00566727656650868	382	5.66727656650868e-5	1	CRF2D7	Paenibacillus
Paenibacillus uliginis	422	0.0065404200282539945	562	8.710227620565746e-5	1.3317535545023698	CRF2D7	Paenibacillus
Paenibacillus validus	746	0.013477656268094792	746	1.3477656268094792e-4	1	CRF2D7	Paenibacillus
Paenibacillus vortex	292	0.00457254173031556	468	7.328594280094802e-5	1.6027397260273972	CRF2D7	Paenibacillus
Paenibacillus xylanexedens	1461	0.020582569845844865	1461	2.0582569845844863e-4	1	CRF2D7	Paenibacillus
Pantoea agglomerans	3975	0.08544638481182448	4858	0.0010442730501027506	1.2221383647798743	CRF2D7	Pantoea
Pantoea allii	1563	0.03119337095963023	2281	4.5522763377425817e-4	1.4593730006397954	CRF2D7	Pantoea
Pantoea ananatis	2626	0.05272569347538618	3536	7.099697339259921e-4	1.3465346534653466	CRF2D7	Pantoea
Pantoea anthophila	99297	2.15831184918574	105089	0.02284206309546917	1.0583300603240782	CRF2D7	Pantoea
Pantoea brenneri	1305	0.0264535517187207	1513	3.066990325703021e-4	1.1593869731800766	CRF2D7	Pantoea
Pantoea coffeiphila	46685	0.7943846356465578	51236	0.00871823737645647	1.097483131626861	CRF2D7	Pantoea
Pantoea conspicua	726	0.016849011965583457	726	1.6849011965583457e-4	1	CRF2D7	Pantoea
Pantoea cypripedii	27131	0.4139719934542042	31685	0.004834581332275427	1.1678522723084295	CRF2D7	Pantoea
Pantoea deleyi	2012	0.0436078518408062	2998	6.49783001087162e-4	1.4900596421471173	CRF2D7	Pantoea
Pantoea dispersa	97244	2.0409756654515903	100778	0.02115147933166883	1.0363415737731891	CRF2D7	Pantoea
Pantoea endophytica	2185	0.042721698732055176	2257	4.4129461802402075e-4	1.0329519450800915	CRF2D7	Pantoea
Pantoea eucalypti	1049	0.02202132226599196	2365	4.964769033276548e-4	2.2545281220209725	CRF2D7	Pantoea
Pantoea eucrina	2125	0.054593903569439335	2125	5.459390356943934e-4	1	CRF2D7	Pantoea
Pantoea latae	6540	0.13184380742337082	12995	0.0026197404854230947	1.9870030581039755	CRF2D7	Pantoea
Pantoea rodasii	12043	0.20939045695559524	13201	0.0022952448910328097	1.0961554429959313	CRF2D7	Pantoea
Pantoea rwandensis	7443	0.12887414590360982	9721	0.0016831728769702958	1.3060593846567243	CRF2D7	Pantoea
Pantoea septica	1650	0.03829439991979064	1820	4.223988354789028e-4	1.103030303030303	CRF2D7	Pantoea
Pantoea sesami	49136	1.0004253273585257	50820	0.01034712128304304	1.03427222403126	CRF2D7	Pantoea
Pantoea stewartii subsp. indologenes	3718	0.07942348546911232	3889	8.307636766793379e-4	1.0459924690693922	CRF2D7	Pantoea
Pantoea stewartii subsp. stewartii	3963	0.07572784143740348	4038	7.716099513606743e-4	1.0189250567751704	CRF2D7	Pantoea
Pantoea vagans	2097	0.042898015644581046	4336	8.870090407005407e-4	2.067715784453982	CRF2D7	Pantoea
Pantoea wallisii	2082	0.04474261392281834	2082	4.4742613922818346e-4	1	CRF2D7	Pantoea
Paracoccus aestuarii	1128	0.030101231401882127	1389	3.706614398689209e-4	1.2313829787234043	CRF2D7	Paracoccus
Paracoccus alcaliphilus	2171	0.04709270342919912	2420	5.249393933609483e-4	1.114693689543989	CRF2D7	Paracoccus
Paracoccus aminophilus	5766	0.11832260166899304	5766	0.0011832260166899304	1	CRF2D7	Paracoccus
Paracoccus aminovorans	2410	0.06107134856687591	2588	6.558201248592318e-4	1.0738589211618257	CRF2D7	Paracoccus
Paracoccus bengalensis	1247	0.024992073484311914	1247	2.499207348431191e-4	1	CRF2D7	Paracoccus
Paracoccus contaminans	542	0.017867185496328656	542	1.7867185496328657e-4	1	CRF2D7	Paracoccus
Paracoccus denitrificans	1290	0.024854476079204473	1467	2.826474140169997e-4	1.1372093023255814	CRF2D7	Paracoccus
Paracoccus halophilus	1042	0.025993405857097633	1042	2.599340585709763e-4	1	CRF2D7	Paracoccus
Paracoccus laeviglucosivorans	1377	0.032028134518164976	1377	3.2028134518164976e-4	1	CRF2D7	Paracoccus
Paracoccus lutimaris	496	0.011792214523205818	496	1.1792214523205818e-4	1	CRF2D7	Paracoccus
Paracoccus marinus	476	0.01521469662981684	476	1.521469662981684e-4	1	CRF2D7	Paracoccus
Paracoccus pantotrophus	1901	0.04311202117818509	1901	4.311202117818509e-4	1	CRF2D7	Paracoccus
Paracoccus salipaludis	584	0.01589322366283288	584	1.589322366283288e-4	1	CRF2D7	Paracoccus
Paracoccus sediminis	446	0.012233419122699275	637	1.7472394576590667e-4	1.4282511210762332	CRF2D7	Paracoccus
Paracoccus seriniphilus	399	0.0095102212234768509	399	9.510221223476851e-5	1	CRF2D7	Paracoccus
Paracoccus siganidrum	803	0.016383782870601986	803	1.6383782870601986e-4	1	CRF2D7	Paracoccus
Paracoccus thiocyanatus	463	0.013115471100356865	463	1.3115471100356865e-4	1	CRF2D7	Paracoccus
Paracoccus versutus	3710	0.06744537288383326	4444	8.078901269427357e-4	1.1978436657681941	CRF2D7	Paracoccus
Paracoccus yeei	742	0.016753614614932168	742	1.6753614614932168e-4	1	CRF2D7	Paracoccus
Paracoccus zhejiangensis	696	0.01500890506802851	696	1.500890506802851e-4	1	CRF2D7	Paracoccus
Paralactobacillus selangorensis	4857	0.22261415105495366	47403	0.02172653613847636	9.759728227300803	CRF2D7	Paralactobacillus
Paucilactobacillus hokkaidonensis	3735	0.16396069333204566	6562	0.0028806159829849625	1.7568942436412316	CRF2D7	Paucilactobacillus
Paucilactobacillus nenjiangensis	11268	0.5649374773445933	153786	0.0771028353664498	13.648029818956337	CRF2D7	Paucilactobacillus
Paucilactobacillus oligofermentans	4661	0.25438959868007766	12713	0.006938543162454038	2.7275262819137525	CRF2D7	Paucilactobacillus
Paucilactobacillus suebicus	24330	0.9157164493235818	84645	0.03185812529921684	3.479038224414303	CRF2D7	Paucilactobacillus
Paucilactobacillus vaccinostercus	2082293	81.3649650808983	7417655	2.8984261103367808	3.562253246781313	CRF2D7	Paucilactobacillus
Paucilactobacillus wasatchensis	22165	1.1639734846157521	72957	0.03831266118525217	3.291540717347169	CRF2D7	Paucilactobacillus
Pectobacterium aquaticum	86602	1.9917315152725021	97214	0.022357934865903907	1.1225375857370499	CRF2D7	Pectobacterium
Pectobacterium atrosepticum	15696	0.30748766552488493	17048	0.0033397360613329754	1.0861365953109072	CRF2D7	Pectobacterium
Pectobacterium betavasculorum	23230	0.4958152382826565	26046	0.0055591922928584035	1.1212225570383125	CRF2D7	Pectobacterium
Pectobacterium carotovorum	364914	7.658341521645055	431055	0.09046423005455284	1.1812509248754501	CRF2D7	Pectobacterium
Pectobacterium fontis	16681	0.40180038173565435	18112	0.004362693192252366	1.0857862238474911	CRF2D7	Pectobacterium
Pectobacterium parmentieri	13635	0.27102824358790106	16120	0.003204235633763818	1.1822515584891822	CRF2D7	Pectobacterium
Pectobacterium peruviense	18877	0.3944311182060562	20384	0.00425919580098122	1.0798326005191503	CRF2D7	Pectobacterium
Pectobacterium polaris	112869	2.338369909489138	122965	0.025475343621395766	1.0894488300596266	CRF2D7	Pectobacterium
Pectobacterium polonicum	34142	0.7059780055449317	37779	0.007811827974776515	1.1065256868373265	CRF2D7	Pectobacterium
Pectobacterium punjabense	20758	0.43862364557147115	23156	0.0048929420641935575	1.1155217265632527	CRF2D7	Pectobacterium
Pectobacterium wasabiae	13032	0.2584059257285215	13671	0.002710763820315084	1.0490331491712708	CRF2D7	Pectobacterium
Pectobacterium zantedeschiae	38756	0.7665349617355541	40939	0.008097113943258296	1.0563267623077717	CRF2D7	Pectobacterium
Pediococcus acidilactici	981	0.05049343044954594	1393	7.169964181061927e-4	1.4199796126401631	CRF2D7	Pediococcus
Pediococcus argentinicus	3017	0.17093862130664644	5448	0.003086753758298342	1.8057673185283394	CRF2D7	Pediococcus
Pediococcus cellicola	3068	0.15051020408163265	7373	0.003617052590266876	2.403194263363755	CRF2D7	Pediococcus
Pediococcus claussenii	24413	1.2337318759465996	64315	0.032502136403352956	2.6344570515708843	CRF2D7	Pediococcus
Pediococcus damnosus	21449	0.9786310845061104	53849	0.02456911989816287	2.510559932864003	CRF2D7	Pediococcus
Pediococcus ethanolidurans	6663	0.2947048661023501	16936	0.0074908023597619715	2.5417979888938915	CRF2D7	Pediococcus
Pediococcus inopinatus	9419	0.445533220818733	19182	0.009073381719657008	2.036521923771101	CRF2D7	Pediococcus
Pediococcus parvulus	19483	0.8710390145720093	56927	0.025450720106010762	2.9218806138685007	CRF2D7	Pediococcus
Pediococcus pentosaceus	12218	0.7023833203219765	35091	0.02017296864742059	2.872073989196268	CRF2D7	Pediococcus
Pedobacter terrae	488	0.008479434157628163	488	8.479434157628164e-5	1	CRF2D7	Pedobacter
Pedobacter ureilyticus	537	0.010791386423873199	537	1.0791386423873199e-4	1	CRF2D7	Pedobacter
Pedobacter xixiisoli	904	0.018171942761596574	904	1.8171942761596575e-4	1	CRF2D7	Pedobacter
Phytomonas francai	542	0.0030583481477949566	542	3.0583481477949566e-5	1	CRF2D7	Phytomonas
Phytomonas serpens	309336	1.2039613776152218	321170	0.012500202874824812	1.0382561357229678	CRF2D7	Phytomonas
Phytophthora agathidicida	2996	0.008023470525930994	12736	3.410778391797635e-4	4.251001335113485	CRF2D7	Phytophthora
Phytophthora cactorum	2310	0.0034063222668411115	3460	5.102110408342098e-5	1.4978354978354977	CRF2D7	Phytophthora
Phytophthora cambivora	1562	6.773160435101062e-4	52516	2.2772041831611227e-4	33.62099871959027	CRF2D7	Phytophthora
Phytophthora cinnamomi	1957	0.0036449010386086843	3042	5.665707184183759e-5	1.5544200306591722	CRF2D7	Phytophthora
Phytophthora colocasiae	4388	0.007753660207362347	5032	8.891617630685354e-5	1.1467639015496809	CRF2D7	Phytophthora
Phytophthora cryptogea	251	3.9317489732104406e-4	1917	3.002853697866301e-5	7.637450199203188	CRF2D7	Phytophthora
Phytophthora infestans	10869	0.004755768491430111	11607	5.0786829404756e-5	1.0678995307756003	CRF2D7	Phytophthora
Phytophthora kernoviae	438	0.0011970192253585735	438	1.1970192253585736e-5	1	CRF2D7	Phytophthora
Phytophthora lateralis	1192	0.001978199511178935	1534	2.5457701762990655e-5	1.2869127516778522	CRF2D7	Phytophthora
Phytophthora litchii	4077	0.010672512805837387	6402	1.675875079297791e-4	1.5702722590139808	CRF2D7	Phytophthora
Phytophthora megakarya	6413	0.0063179454990948385	14898	1.4677179486280196e-4	2.3230937158895992	CRF2D7	Phytophthora
Phytophthora multivora	1721	0.0042958165685825994	2776	6.929219520270364e-5	1.6130156885531668	CRF2D7	Phytophthora
Phytophthora nicotianae	3982	0.005575939365146117	4214	5.900805747043128e-5	1.0582621798091412	CRF2D7	Phytophthora
Phytophthora palmivora	2634304	2.444309508479453	2921795	0.027110657313384193	1.1091335700055878	CRF2D7	Phytophthora
Phytophthora plurivora	1449	0.0035829796449418005	2297	5.679851100366678e-5	1.5852311939268462	CRF2D7	Phytophthora
Phytophthora pluvialis	2250	0.004196112419334634	4510	8.410874227199645e-5	2.0044444444444443	CRF2D7	Phytophthora
Phytophthora ramorum	1679	0.00251903903656824	2920	4.380937454901287e-5	1.7391304347826086	CRF2D7	Phytophthora
Phytophthora sojae	2222	0.0026901494680701596	3082	3.731341431409645e-5	1.387038703870387	CRF2D7	Phytophthora
Pichia exigua	6194	0.05499038644818123	16011	0.0014214579874424118	2.5849208911850177	CRF2D7	Pichia
Pichia fermentans	9485	0.08974661271587916	24639	0.002331330301219343	2.5976805482340537	CRF2D7	Pichia
Pichia heedii	3212	0.029961711134590858	5540	5.167742206900167e-4	1.7247820672478207	CRF2D7	Pichia
Pichia kluyveri	773220	6.235661253319363	862128	0.0695266310364672	1.1149840924963141	CRF2D7	Pichia
Pichia kudriavzevii	44614	0.4384229235421042	45101	0.004432086850466769	1.0109158560093243	CRF2D7	Pichia
Pichia manshurica	3009246	24.257087665638423	3669955	0.2958296535542394	1.2195596504905215	CRF2D7	Pichia
Pichia membranifaciens	2806	0.024226935413545845	3406	2.940732074787496e-4	1.2138275124732716	CRF2D7	Pichia
Pichia nakasei	1583	0.015201104466349528	2150	2.0645846242988935e-4	1.3581806696146557	CRF2D7	Pichia
Pichia norvegensis	1628	0.015852344949363054	3273	3.187022421330791e-4	2.0104422604422605	CRF2D7	Pichia
Pichia occidentalis	1044728	8.68845011003107	1212935	0.10087338746746077	1.1610055440267706	CRF2D7	Pichia
Pichia terricola	15468	0.126141804330151	17481	0.001425578537299825	1.1301396431342126	CRF2D7	Pichia
Providencia alcalifaciens	1164	0.028791029071518995	1328	3.284749708503198e-4	1.140893470790378	CRF2D7	Providencia
Providencia burhodogranariea	751	0.016399334942549918	751	1.639933494254992e-4	1	CRF2D7	Providencia
Providencia heimbachae	612	0.014279048063462436	612	0.00014279048063462437	1	CRF2D7	Providencia
Providencia rettgeri	5248	0.112774627599828	5248	0.00112774627599828	1	CRF2D7	Providencia
Providencia rustigianii	514	0.012918974404344795	514	1.2918974404344796e-4	1	CRF2D7	Providencia
Providencia sneebia	60452	1.5515937253521	63459	0.0162877301358299	1.049741944021703	CRF2D7	Providencia
Providencia stuartii	2085	0.04670832855422378	2297	5.145756867580432e-4	1.1016786570743404	CRF2D7	Providencia
Pseudoalteromonas lipolytica	2304	0.050759799736727604	5680	0.0012513700629540486	2.4652777777777777	CRF2D7	Pseudoalteromonas
Pseudomonas acidophila	732	0.010207873868609881	965	1.345710147979308e-4	1.3183060109289617	CRF2D7	Pseudomonas
Pseudomonas aeruginosa	2977	0.047126427683808106	2977	4.7126427683808104e-4	1	CRF2D7	Pseudomonas
Pseudomonas alcaligenes	2850	0.0590870736142008	3394	7.03654483672272e-4	1.1908771929824562	CRF2D7	Pseudomonas
Pseudomonas alcaliphila	4543	0.08598118671828188	4841	9.1621158904513e-4	1.0655954215276249	CRF2D7	Pseudomonas
Pseudomonas alkylphenolica	1906	0.033063746417371344	2053	3.56137835230133e-4	1.077124868835257	CRF2D7	Pseudomonas
Pseudomonas anguilliseptica	566	0.01082297231326883	566	1.082297231326883e-4	1	CRF2D7	Pseudomonas
Pseudomonas argentinensis	5099	0.09982337585860046	5099	9.982337585860046e-4	1	CRF2D7	Pseudomonas
Pseudomonas asiatica	2230	0.03649532900702756	2230	3.649532900702756e-4	1	CRF2D7	Pseudomonas
Pseudomonas azotifigens	359	0.007155067451956911	359	7.155067451956911e-5	1	CRF2D7	Pseudomonas
Pseudomonas balearica	794	0.018113462363236514	794	1.8113462363236515e-4	1	CRF2D7	Pseudomonas
Pseudomonas capeferrum	1354	0.022792912919120677	1354	2.2792912919120678e-4	1	CRF2D7	Pseudomonas
Pseudomonas chengduensis	4643	0.08577395615977271	4930	9.107594311171213e-4	1.061813482662072	CRF2D7	Pseudomonas
Pseudomonas citronellolis	500	0.006945888610451367	500	6.945888610451367e-5	1	CRF2D7	Pseudomonas
Pseudomonas coleopterorum	1356	0.02754476786525002	1641	3.3334044297105665e-4	1.2101769911504425	CRF2D7	Pseudomonas
Pseudomonas composti	6429	0.11922127312519958	6901	0.001279741804070621	1.0734173277337067	CRF2D7	Pseudomonas
Pseudomonas cremoricolorata	475	0.01020390188615367	475	1.020390188615367e-4	1	CRF2D7	Pseudomonas
Pseudomonas cuatrocienegasensis	576	0.01074879743163457	576	1.074879743163457e-4	1	CRF2D7	Pseudomonas
Pseudomonas donghuensis	2566	0.04544787946499734	2566	4.544787946499734e-4	1	CRF2D7	Pseudomonas
Pseudomonas entomophila	16027	0.2721616361962919	17624	0.002992810055733106	1.0996443501591064	CRF2D7	Pseudomonas
Pseudomonas flavescens	2671	0.04561398715089333	2671	4.5613987150893326e-4	1	CRF2D7	Pseudomonas
Pseudomonas fulva	1777	0.037267505398754966	1777	3.7267505398754967e-4	1	CRF2D7	Pseudomonas
Pseudomonas furukawaii	436	0.006983878932856891	436	6.983878932856891e-5	1	CRF2D7	Pseudomonas
Pseudomonas guariconensis	3182	0.0626497085863178	3365	6.625275593744795e-4	1.0575109993714644	CRF2D7	Pseudomonas
Pseudomonas guguanensis	4978	0.09791173428273754	5358	0.001053859124722595	1.0763358778625953	CRF2D7	Pseudomonas
Pseudomonas humi	749	0.01070919154611558	1000	1.4297986042877944e-4	1.335113484646195	CRF2D7	Pseudomonas
Pseudomonas hunanensis	3025	0.04552689593559953	3025	4.5526895935599535e-4	1	CRF2D7	Pseudomonas
Pseudomonas indica	1020	0.017625950375691948	1020	1.762595037569195e-4	1	CRF2D7	Pseudomonas
Pseudomonas indoloxydans	5930	0.11404611578738649	6384	0.0012277747102642082	1.0765598650927488	CRF2D7	Pseudomonas
Pseudomonas inefficax	2691	0.043124751203358444	2691	4.312475120335844e-4	1	CRF2D7	Pseudomonas
Pseudomonas japonica	2131	0.03198196643319281	2377	3.5673925017221634e-4	1.1154387611450023	CRF2D7	Pseudomonas
Pseudomonas knackmussii	408	0.006620254571504835	408	6.620254571504835e-5	1	CRF2D7	Pseudomonas
Pseudomonas kribbensis	571	0.009028692901423434	571	9.028692901423434e-5	1	CRF2D7	Pseudomonas
Pseudomonas kunmingensis	588	0.01263281916183823	867	1.8626962947812493e-4	1.4744897959183674	CRF2D7	Pseudomonas
